quantity,value
observed_frac_p05,0.17834394904458598
true_null_frac_p05,0.039664157498552406
TNFRSF9_log2FC,2.8122704199291704
TNFRSF9_p_perm,0.012443438914027148
TNFRSF9_rank,290.0
TNFRSF9_empirical_p,0.08396062536189924
n_genes,3454.0
