obs_log2,p_perm,exact,n_perm,n_ref,n_alt,comparison,rate_ref,rate_alt,counts_ref,counts_alt
2.8122704199291704,0.012443438914027148,True,12376,6,11,Healthy_vs_AD,0.05746377866484826,0.4686990098185872,3,107
3.045017884495388,0.003121878121878122,True,8008,6,10,Healthy_vs_AD_NL,0.05746377866484826,0.5485987558158562,3,58
2.5907336732130855,0.17889463477698772,True,12376,6,11,Healthy_vs_AD_LS,0.05746377866484826,0.3997793870484533,3,49
