gene,total,log2FC,p_perm
CBL,102,2.0193311875096267,0.007595345830639948
ARMC1,68,1.1367770589183082,0.007595345830639948
ARMCX6,117,-0.9696639122516248,0.007676147382029735
MID1IP1,198,-0.8645059069651658,0.007676147382029735
ZNF439,62,-1.1797928309578587,0.007676147382029735
DEXI,170,0.7475001645389323,0.007676147382029735
GOPC,147,-0.8641518713705323,0.007756948933419522
PWWP2A,76,-0.760416395954677,0.007837750484809308
CH17-189H20.1,160,-1.2805706010477371,0.007999353587588881
DLG1,87,-0.6719291038570699,0.00808015513897867
RP11-386I14.4,110,1.2888408961389055,0.008160956690368456
ZNF622,153,-0.9195334691212574,0.008160956690368456
MBD2,201,0.7283978626741494,0.008160956690368456
SLC16A3,115,0.6787874144549177,0.008160956690368456
WNK1,158,0.8868077182842302,0.008241758241758242
ILF3,211,0.807469433665349,0.008241758241758242
TBC1D15,117,-0.5436050068815288,0.008322559793148028
PPIL3,75,-1.1427813668223865,0.008322559793148028
HMGCR,73,0.8173926526844248,0.008403361344537815
EIF3J-AS1,55,-1.554331413474588,0.008403361344537815
ARIH2,122,1.450053466244645,0.008403361344537815
PAFAH1B2,167,0.7184516320284349,0.00856496444731739
EXOSC3,70,-1.113300750949376,0.008645765998707176
ACTR8,69,1.1596774610283875,0.008645765998707176
CRELD2,78,1.1244132335671833,0.008807369101486748
RNF19A,112,1.013206453525478,0.008807369101486748
ROCK1,180,0.7625803514600865,0.008888170652876535
SPIN4,120,-1.8895603724153438,0.00904977375565611
NSMCE3,113,-1.3780871069619998,0.00904977375565611
CEP131,98,-1.029031834051772,0.009130575307045896
CHP1,104,1.2009338069894768,0.009130575307045896
MIIP,111,1.8920919629634085,0.009130575307045896
CAPN2,180,0.92142062822899,0.009292178409825469
ST3GAL6,88,-0.7320500962946401,0.009292178409825469
TBCC,87,-1.4264723732835338,0.009292178409825469
NAF1,75,-1.3916019134364808,0.009292178409825469
CASP3,125,0.9303261814508831,0.009372979961215255
ZMYM5,96,-0.7909861484038383,0.009372979961215255
MS4A3,67,2.0753048257629643,0.00953458306399483
CCNC,98,-0.7500558843489564,0.009615384615384616
