gene,total,log2FC,p_perm
UBA6,58,0.8852382919223454,0.03676470588235294
MOB3A,75,1.0625739797493226,0.03684550743374273
RECQL,119,0.5205253305381867,0.03708791208791209
KRT15,87,-1.8324354135926633,0.03708791208791209
USPL1,207,-1.164831051589458,0.03733031674208145
EGFL7,92,-1.2998389347525148,0.037411118293471234
GOLGA2,142,0.7136930294031192,0.037411118293471234
ANKRD27,80,0.9638787411619093,0.03765352294764059
DNAJC3-AS1,70,-1.9658380075645796,0.03797672915319974
CRIPT,76,-1.029031834051772,0.03829993535875889
DESI1,61,-0.5436050068815313,0.03829993535875889
HMG20A,62,0.9911717366714099,0.03838073691014868
FAM126B,147,0.6787874144549177,0.03870394311570782
ARL16,89,-0.7897655941509276,0.039350355526826114
FAM3C,99,0.6787874144549177,0.039350355526826114
MORC3,171,0.9240739721385434,0.0394311570782159
DVL2,55,-0.8691808787840353,0.03967356173238526
NFATC1,98,0.5343975051197433,0.03991596638655462
SPECC1,96,-0.6411215127957939,0.040158371040723985
CCDC43,64,-0.6879949162167032,0.04023917259211377
PDZD8,66,1.0898560115308167,0.04031997414350356
YES1,120,0.6383353707176235,0.04031997414350356
TMEM243,114,-0.5933580420786285,0.0406431803490627
AIG1,76,-0.760416395954677,0.0406431803490627
CGRRF1,89,0.791998024902909,0.04096638655462185
BTF3L4,209,-0.43149464055999437,0.041047188106011635
KIAA0100,67,-0.8140568842778084,0.04112798965740142
STX10,150,-0.7288198793484371,0.04112798965740142
DOK1,80,-1.0065769832240758,0.04120879120879121
MED29,59,0.9124597606573696,0.04177440206851971
ATG5,136,-0.4435761885502593,0.04217840982546865
MYH9,172,0.9334421546727383,0.04217840982546865
AATF,80,-0.9230983893027073,0.04225921137685844
CTBP2,129,0.75643997010738,0.042340012928248225
GOLT1B,154,0.9407805390880503,0.04242081447963801
CPSF7,55,0.5644547389759219,0.04242081447963801
BAMBI,148,-1.2077377210362945,0.0425016160310278
NPM3,59,0.9124597606573696,0.042582417582417584
KAT8,69,-1.0505649956014123,0.04274402068519716
CHTOP,136,-0.9261781109138632,0.042986425339366516
MYO9B,111,0.6207818110193511,0.042986425339366516
CCDC28A,89,-1.0189430164281892,0.04314802844214609
CDK12,69,-0.5436050068815288,0.04330963154492566
MRPL9,97,-0.8425164490439228,0.04330963154492566
MPC1,208,0.5343975051197407,0.04330963154492566
PLEKHA5,75,0.8607852481978076,0.04339043309631545
TKT,196,0.6210719165986301,0.04355203619909502
PLAU,121,-1.0116497558235371,0.04371363930187459
ZFX,77,1.104093249187588,0.044279250161603105
PGRMC1,125,-0.6040408607435037,0.044521654815772464
GATAD2B,96,0.6284557389047739,0.044521654815772464
TGFBR1,67,0.883405134063389,0.04460245636716225
NMD3,81,-0.8977873007735186,0.04460245636716225
HS2ST1,105,0.9101129605613735,0.04468325791855204
TMEM167A,178,0.46110199579599614,0.04476405946994182
ZBTB11,146,0.7589577631389012,0.04484486102133161
MARK2,65,0.834906616372199,0.044925662572721396
SMCR5,116,1.9588953336476542,0.04500646412411118
MRPL11,107,-0.8484595884099527,0.045652876535229474
TMEM242,87,0.7552394748927915,0.04581447963800905
FAM127B,95,-0.5032472692653909,0.04589528118939883
RC3H2,55,1.3880080181382186,0.04605688429217841
PYGL,87,0.9181257278453546,0.04678409825468649
PSMD9,63,-0.6031060186301904,0.04678409825468649
USP53,203,1.0335167406224455,0.04678409825468649
RPA1,55,-0.8691808787840353,0.04686489980607628
SIKE1,86,0.5862752756653806,0.04694570135746606
FAM162A,220,-0.5173734653083504,0.04751131221719457
ACTR1B,59,-0.6070303870231657,0.04751131221719457
TRAPPC6A,116,-0.9874751883680865,0.047592113768584354
SLC25A36,185,-0.41669289439931056,0.04767291531997414
MSRB2,123,-0.8671809546503743,0.04791531997414351
NOLC1,87,0.9181257278453546,0.04799612152553329
ESRRA,66,1.0898560115308167,0.0485617323852618
PTPN11,80,1.3901612947183848,0.048642533936651584
MPLKIP,173,-0.5436050068815288,0.048642533936651584
CSTA,108,1.260129599497377,0.04872333548804137
POGZ,129,0.46287902668866926,0.04880413703943116
UNC13D,74,-0.6195538601148292,0.04896574014221073
SECISBP2,143,0.821391809897718,0.049046541693600516
C8orf82,74,-0.9061750862662377,0.049046541693600516
NUDT2,113,-0.8637398199458427,0.04920814479638009
CCDC115,127,-0.632414273839387,0.049288946347769876
TGOLN2,189,0.56095092416106,0.049288946347769876
PAN3,56,-0.5771575665925576,0.049288946347769876
TTBK2,81,1.1837104172509572,0.049531351001939235
HDAC2,163,1.0316095172880648,0.04961215255332902
IKBKB,107,0.805005130658337,0.05001616031027796
MADD,64,0.6041486135621632,0.050096961861667746
LATS2,68,1.1367770589183082,0.05017776341305753
ZNF503,220,-0.5522959671455759,0.05042016806722689
GPANK1,80,-0.6600144989968387,0.05074337427278604
MFAP1,169,-0.676360215733302,0.051228183581124756
AC017002.1,72,1.2262752097574114,0.051470588235294115
TRIM63,192,0.5228904049053756,0.05179379444085327
CCNY,75,1.0625739797493226,0.051874595992243054
PSENEN,95,0.7487499726224861,0.0521978021978022
TMEM126B,187,-0.6043590379606271,0.052278603749191986
AK3,124,0.9174448901541497,0.052763413057530704
HRAS,128,0.6408195642558989,0.052763413057530704
CELF1,214,0.9682940316499019,0.053005817711700064
MIB1,89,1.1326978053780539,0.05308661926308985
ANKRD9,57,1.4429744773561477,0.05324822236586942
TOMM5,89,0.9544218570683454,0.05397543632837751
MRPL36,159,0.5589099037444057,0.05397543632837751
BAZ2A,101,0.8477164234235076,0.05397543632837751
HIST1H2BJ,101,-1.1602763673300225,0.05429864253393665
CCDC66,66,-0.9469607011127374,0.05454104718810601
MRPS25,65,-0.6579376823605245,0.05486425339366516
C3orf17,110,-0.6624824027334482,0.05502585649644473
COMMD2,96,-0.7169366097670928,0.05510665804783452
PINK1,63,-0.7186917134396203,0.0551874595992243
RYK,69,0.7264841564862157,0.0551874595992243
NTMT1,115,0.7960250897392912,0.055349062702003876
TSPYL1,139,-1.1208318588230803,0.055591467356173235
PDRG1,64,-1.1118887664560557,0.055753070458952815
HMOX2,97,0.782498763977027,0.055753070458952815
GATAD2A,173,0.9427498968989679,0.055995475113122174
MTSS1,126,0.9430934775247614,0.05656108597285068
IRF2BPL,146,-0.6338028158531076,0.05672268907563025
MAD1L1,60,1.5216864533701882,0.05680349062702004
TK2,67,0.883405134063389,0.057126696832579184
ING1,166,0.5545050785683179,0.05736910148674854
STAT5A,90,-0.6879949162167057,0.057530704589528116
MAST4,80,1.3901612947183848,0.057530704589528116
CEBPG,152,0.7334414893249898,0.05777310924369748
BHLHE41,64,-1.589701421470985,0.05777310924369748
NCBP2-AS2,78,-1.1422424444997632,0.05801551389786684
LBH,150,-0.7288198793484371,0.05801551389786684
VPS13A,119,0.7345506859769271,0.058177117000646414
VEZF1,109,0.834906616372199,0.05833872010342599
NEDD9,113,-0.8637398199458427,0.05833872010342599
GLOD4,147,-0.5174921665623987,0.05874272786037492
ZC3H11A,205,0.6313520716571656,0.058823529411764705
UBE2F,120,0.8647378398233059,0.05914673561732385
PRKRIR,65,1.065810537564167,0.05930833872010342
LPIN1,66,0.6543343707303799,0.05930833872010342
SIK3,99,0.96293084688281,0.05938914027149321
RAB20,68,-1.2675439207514978,0.059469941822882996
SWI5,77,-0.5436050068815313,0.059631544925662576
BCAT1,63,4.860117179169479,0.059631544925662576
ISOC2,146,0.9561551713027407,0.059631544925662576
ZYX,76,0.8820017341075034,0.05971234647705236
METTL23,180,-0.8371884760749303,0.05979314802844215
CRYZ,62,1.2574909247043926,0.05979314802844215
PTRHD1,124,-0.558952971214966,0.060116354234001294
TBC1D30,156,1.5327458792485835,0.06019715578539108
PHF19,89,1.5546970667302733,0.06019715578539108
C11orf57,58,0.6510424239720127,0.06043956043956044
MRPL15,61,0.7327262215657202,0.060520361990950226
MTURN,66,0.8593596600967394,0.060520361990950226
UBE2G2,111,1.144450986803731,0.060520361990950226
PBX3,115,-0.6414523302796733,0.06116677440206852
RENBP,151,-0.7631713841392138,0.06132837750484809
GALNT6,102,1.0104965301348665,0.061570782159017456
MRPL45,57,-0.7979221956142142,0.06213639301874596
BEND7,72,1.7995395739155284,0.062297996121525534
PIK3CD-AS2,85,-0.6317359171601954,0.0625404007756949
NDRG2,86,-1.0151094578194002,0.06278280542986425
RP11-395A13.2,138,-1.3191734402714823,0.06278280542986425
IFI27,99,1.4959233573051072,0.06302521008403361
CCDC186,109,0.7090020275019253,0.06383322559793148
UBA5,75,-0.9689108416142016,0.06415643180349062
FAH,98,1.1073207562179845,0.06439883645765998
PER1,100,0.8316863136045569,0.06447963800904978
PPP2R5E,155,0.7652669351803869,0.06456043956043957
RAB11B,125,-0.6632752375441471,0.06464124111182935
PSIP1,83,-0.5890479776426976,0.06480284421460893
HPRT1,145,0.6563325636272218,0.06504524886877829
BICD2,116,0.5825720991956141,0.06520685197155786
CCDC167,83,1.2219297394814457,0.06544925662572722
CASC3,59,0.9124597606573696,0.06544925662572722
PIGF,85,-0.9616701988579416,0.06561085972850679
ZFYVE16,64,0.8100319477331709,0.06561085972850679
RRAS,111,1.144450986803731,0.06569166127989658
MAX,193,0.730471569743849,0.06577246283128636
FBXW7,74,0.656927980491178,0.06585326438267615
EDNRB,73,-1.6163613493168436,0.06601486748545572
ZPR1,123,-0.5124103852779336,0.06633807369101487
MSMO1,55,1.0702123565118122,0.06641887524240465
PPWD1,64,-0.7988620621236038,0.06649967679379444
PCM1,212,0.29318333576259237,0.06649967679379444
CHCHD6,70,-1.5520665856297278,0.0667420814479638
DOCK10,153,0.41849838535994277,0.06682288299935359
APOC1,200,1.2617857282955625,0.06698448610213316
PSMB8,164,0.770905616443347,0.06722689075630252
SCOC,135,-0.681767445939055,0.06843891402714933
SUCO,79,0.5980561423420607,0.06843891402714933
MSI2,82,0.8231773237900922,0.0686005171299289
TAX1BP3,66,0.8593596600967394,0.0691661279896574
TRIAP1,57,-0.7979221956142142,0.0691661279896574
RNF113A,143,-0.6226765778727283,0.0703781512605042
KLHL24,123,1.0284762025428933,0.07118616677440207
TMEM50B,116,-0.5599994451321976,0.071590174531351
MAP3K1,125,0.9303261814508831,0.07183257918552036
ZADH2,70,-0.6237753555655122,0.07191338073691014
STK16,73,-0.8405867446386605,0.07207498383968972
PRRC2A,74,1.0413574938396266,0.07255979314802845
ZNF281,79,0.5980561423420607,0.07280219780219781
PGPEP1,63,-0.8302262330329399,0.0728829993535876
ATE1,59,0.6787874144549177,0.07304460245636717
INSIG1,210,0.5502951319999511,0.0734486102133161
KMT2A,159,0.638001799608418,0.07361021331609567
ZBTB43,101,0.8477164234235076,0.0740142210730446
MCTP2,213,0.6331045991278917,0.07417582417582418
EVPL,57,-1.1471831857700343,0.07425662572721396
AKIRIN1,122,0.8913320498350197,0.07433742727860375
WDR6,72,0.997964898326244,0.07441822882999354
CENPU,72,0.997964898326244,0.07449903038138332
CASP6,72,-1.0537997392007143,0.07457983193277311
LYPD3,69,1.4232281291832711,0.07506464124111183
CXCL8,217,4.301048456599049,0.0752262443438914
FAIM,130,0.5686979627432645,0.07530704589528119
SEC13,187,0.6098694737801886,0.07554945054945054
FHOD1,99,0.8154760864232988,0.07563025210084033
C14orf119,163,-0.6586216672214537,0.07571105365223012
PHF23,100,0.5677561020661741,0.07587265675500969
MAP3K11,125,-0.3541272080178191,0.07587265675500969
RP11-182L21.6,125,-0.9977200281430645,0.07603425985778926
TARS,169,1.1886992099148108,0.07603425985778926
UBXN2A,117,-0.4100813340441382,0.07635746606334842
C4orf27,160,-0.6027401309688628,0.07676147382029735
KLF13,173,0.6227533795405905,0.07692307692307693
LYPLA2,64,0.8100319477331709,0.07716548157724629
CDIPT,90,-0.7675698480367331,0.07740788623141565
DNAJC10,72,0.997964898326244,0.07748868778280543
SEPT6,99,0.8154760864232988,0.07756948933419522
COL1A2,145,1.0523704865620445,0.07773109243697479
POLR2C,117,-0.8533876719068034,0.07773109243697479
MPV17,86,-0.9376247248912918,0.07781189398836458
ZCCHC11,201,0.5988392581386736,0.0782967032967033
COA6,205,-0.5807181798986312,0.0782967032967033
RRAGC,136,-0.4435761885502593,0.07845830639948287
SURF2,107,0.4486176425267497,0.07853910795087266
EIF2D,55,-0.7429138151049367,0.07861990950226244
FAM174A,76,-1.029031834051772,0.07861990950226244
AGO2,105,1.0565438976543025,0.07861990950226244
UBE2G1,166,0.8762982475691304,0.07910471881060116
SDHA,114,-0.45871610929501594,0.07926632191338073
THOC2,150,0.7118276762189256,0.07999353587588881
IFI30,106,-1.17884071408391,0.0800743374272786
DNAJC9,112,0.5245664957600475,0.08031674208144797
FLJ37453,82,-0.8729126321344906,0.08055914673561733
UTP3,65,-0.6579376823605245,0.08055914673561733
DUSP11,110,-0.8563145717395155,0.08063994828700712
SPPL2A,147,0.5916548227289438,0.08063994828700712
STK11,107,0.5603459571573787,0.08136716224951519
MB21D1,81,-1.4476359483508079,0.08160956690368455
CHSY1,79,0.5980561423420607,0.08177117000646413
TTC32,68,-0.9849766539738349,0.08209437621202327
MESDC2,212,0.6865438580893505,0.08233678086619263
P2RY1,57,-1.0342401250545314,0.08265998707175178
CARD8,128,-0.37458593642087834,0.08290239172592113
CDC73,136,0.29691677911127323,0.08290239172592113
EXOC3,55,1.0702123565118122,0.08290239172592113
SCO2,98,0.4143309335519261,0.08298319327731092
CUL4A,75,0.35909779176355566,0.08306399482870071
ZNF22,142,-0.7889374109818642,0.08346800258564964
FBXL5,82,0.8231773237900922,0.08362960568842921
FOXN3,193,0.5956119316076754,0.083710407239819
PHF5A,172,-0.7268795619828643,0.08387201034259857
FAM214B,69,0.9303261814508805,0.08387201034259857
SYNRG,67,-0.9162639038898203,0.08395281189398836
GPSM3,141,-0.5436050068815313,0.08419521654815773
EZH2,92,1.1848490874291608,0.08427601809954752
DBF4,69,0.7264841564862157,0.08451842275371688
UBXN7,140,0.5986170657709343,0.08468002585649645
SDE2,99,-0.8015861849890408,0.08484162895927602
METTL9,213,0.5162664490958689,0.08508403361344538
RAP1B,214,0.8980442226446329,0.08516483516483517
C15orf40,115,-0.7672310281570905,0.0855688429217841
PITPNA-AS1,75,-0.7866479375278579,0.08564964447317389
CD109,158,1.4223331570448354,0.08573044602456367
FBXW11,129,0.9807311348881257,0.08581124757595346
PTPN1,143,0.7251430501466581,0.08645765998707175
CEP63,95,-0.661441497175389,0.08661926308985132
AHNAK2,61,-0.6651669867624436,0.08670006464124111
PLAT,108,-1.313407183056284,0.0867808661926309
PTPRE,123,0.9044475496252771,0.08686166774402068
DCTN6,118,-0.7163070929944156,0.08710407239819004
TBC1D10B,65,1.065810537564167,0.08718487394957983
MGP,88,1.1148865292615924,0.08742727860374919
AEBP2,84,-0.4748922567975141,0.08750808015513897
CKS1B,133,0.9143183052504895,0.08775048480930833
NEMF,112,-0.8817737427761045,0.08783128636069812
KRR1,146,-0.4774147271870652,0.08807369101486749
PPHLN1,86,0.899629384227966,0.08823529411764706
REST,167,-0.4740640736284532,0.08823529411764706
HNRNPUL2,88,1.1148865292615924,0.08831609566903685
NUDT3,188,-0.29903579470040775,0.08847769877181642
TRAF3IP3,170,-0.7077243866426379,0.08888170652876536
DNAJC17,56,-0.833111624076513,0.0892049127343245
SPI1,131,-0.8484595884099502,0.08968972204266322
CCNB1IP1,115,-0.5765823293278006,0.08985132514544279
CD68,134,0.5261652714226454,0.09001292824822237
PPP4C,189,0.56095092416106,0.09025533290239172
LETMD1,133,-0.3658178876662457,0.0904169360051713
RAE1,92,-0.6452452687573671,0.0904169360051713
SMAD3,80,1.9588953336476518,0.0909825468648998
EIF2B2,70,-0.7274691992817176,0.09146735617323852
ORC4,76,-0.8522362791554352,0.0915481577246283
DYNLL2,174,0.6322448285178879,0.0915481577246283
SMAGP,58,-1.1101889782878318,0.09235617323852618
TRMT10C,103,-0.5803635568916489,0.09251777634130576
IFT52,75,-0.9689108416142016,0.09300258564964448
GOLIM4,128,0.44988168615979673,0.09308338720103426
PPIE,116,-0.8109524055864085,0.09316418875242405
LIMS1,206,0.5183227422616707,0.09332579185520362
SPTSSA,172,0.5408453149177793,0.09332579185520362
SOS2,62,0.7589577631389012,0.09332579185520362
MSL1,113,1.027350635845747,0.09389140271493213
EPAS1,192,1.197476695756908,0.0940530058177117
TWSG1,120,-0.49551071868048396,0.09429541047188106
MEX3B,61,-0.6651669867624436,0.09437621202327084
SLC22A18AS,110,-0.9185322927862222,0.0952650290885585
RWDD4,124,0.49034232504180886,0.09534583063994828
TCEB3,68,0.9070564021280347,0.09542663219133807
U2AF2,114,0.6645031884486691,0.09550743374272785
IFI6,158,1.8475066531518325,0.09566903684550743
CBX5,180,-0.4682231950393924,0.09566903684550743
RBBP4,204,0.6232923018632138,0.09607304460245637
METTL12,82,1.003138171609138,0.09607304460245637
TMPO,84,-0.9861232425824819,0.09639625080801552
GSK3B,84,0.5475428811766645,0.09688106011635424
RP1-313I6.12,60,-0.697228195994742,0.09752747252747253
SS18,75,0.5125380711560035,0.09785067873303167
TMUB1,82,0.6590241596334879,0.0989010989010989
IPO7,149,0.7008981160606683,0.09914350355526826
CMB9-22P13.1,67,-0.9162639038898203,0.09962831286360699
PPM1K,70,-0.8279080294689729,0.10019392372333549
PDE8A,61,0.7327262215657202,0.10035552682611507
ZNF394,132,-0.8331116240765155,0.10043632837750485
CXCL16,201,0.4773343308108326,0.10059793148028442
YPEL2,72,0.7951969065702303,0.100759534583064
HIPK2,60,0.7060088831899419,0.10124434389140272
ERRFI1,61,0.7327262215657202,0.1019715578539108
CBFB,216,0.4294279455182001,0.10205235940530058
COL6A1,97,1.0911105290367265,0.1025371687136393
ATP11B,69,0.9303261814508805,0.1031027795733678
BLOC1S1,115,0.9210632601219144,0.10358758888170654
SFT2D2,60,0.7060088831899419,0.10374919198448611
PEX2,90,-0.6879949162167057,0.1038299935358759
CD274,138,1.0880885441846162,0.10391079508726568
WDR33,190,-0.3669398592022108,0.10407239819004525
OCIAD2,90,-0.522388520971833,0.10415319974143504
ZMAT5,85,-0.8007628463786548,0.10423400129282483
FRA10AC1,90,-0.6879949162167057,0.10431480284421461
MED8,95,-0.8846419247165973,0.10504201680672269
ZNF580,105,-0.5436050068815313,0.10536522301228184
MTMR6,65,0.834906616372199,0.10544602456367162
RARS2,70,-0.7274691992817176,0.10576923076923077
TM2D3,102,-0.5991001194732352,0.10609243697478991
TBC1D9B,98,-0.5241088312557324,0.10625404007756949
FAR1,130,0.6662421611358037,0.10641564318034906
DNAJC2,112,0.6355033167261179,0.10649644473173885
RBM28,57,0.8574933014394404,0.10657724628312863
PAQR5,118,0.7208106293506231,0.10681965093729799
AC104655.3,123,1.0284762025428933,0.10714285714285714
FBRS,88,0.9363879342380835,0.10762766645119587
CYTH2,60,-0.5749691777908673,0.10762766645119587
SEC22C,158,0.6276226538284204,0.10762766645119587
OAZ2,165,-0.4493546810854806,0.10835488041370395
CTBS,121,-0.6060015440193971,0.10843568196509373
MALSU1,67,-0.8140568842778084,0.10867808661926309
PRRC1,106,0.5448329577860532,0.10875888817065288
ATP6V1C1,116,-0.7500558843489564,0.10883968972204267
CATSPER1,156,0.8662707872815351,0.10883968972204267
TYMS,141,1.5180340589108576,0.10892049127343245
CRK,135,0.4502164181893449,0.10916289592760181
EIF1AY,198,-1.510298920264352,0.10948610213316096
ZNRF1,209,-0.3930899950958883,0.10964770523594053
PSMC4,199,0.5205253305381867,0.10972850678733032
CHD2,194,1.2138246898443925,0.10997091144149967
FST,134,-1.5658349542649954,0.10997091144149967
ACO2,65,0.834906616372199,0.11005171299288946
EDEM1,179,0.8312931015441012,0.11005171299288946
ESF1,169,0.9948149079025967,0.11013251454427925
SDHB,213,-0.47077212687008857,0.11021331609566903
ZNF131,113,-0.5436050068815313,0.11053652230122818
TNIP2,61,0.7327262215657202,0.11053652230122818
PIGP,62,-0.6338028158531076,0.11110213316095668
SLC39A10,115,0.6787874144549177,0.1116677440206852
SCRN2,55,-0.8691808787840353,0.11182934712346478
RNF138,100,0.5677561020661741,0.11182934712346478
TMX3,67,0.883405134063389,0.11182934712346478
TMEM176A,85,2.430399784585526,0.11191014867485456
CORO1C,106,0.663439450121483,0.11255656108597285
CAPN3,137,-1.6860492719017361,0.11304137039431157
COMTD1,63,0.7847208592039823,0.11352617970265029
CHST11,133,0.6063356201066288,0.11393018745959922
ICE2,79,0.5980561423420607,0.11425339366515837
FBXO4,57,-0.5436050068815313,0.11433419521654815
LONRF1,61,-0.5436050068815313,0.11441499676793794
URI1,167,-0.4267237065859111,0.1146574014221073
POLR2B,120,0.8647378398233059,0.1146574014221073
FKBP5,94,1.6385983243392201,0.11473820297349709
AIP,193,-0.5036662615113886,0.1152230122818358
TMED4,119,-0.5113646698813199,0.1159502262443439
ESYT2,118,0.7208106293506231,0.11691984486102133
TOPORS,165,0.6200934201958952,0.11700064641241112
PTOV1,92,0.8454372838643703,0.11724305106658048
ANAPC15,153,0.6574926360916893,0.1182934712346477
RIOK3,168,-0.5092535020907545,0.11853587588881706
TRIM8,65,0.6294597020913518,0.11853587588881706
PAXBP1,61,0.7327262215657202,0.11853587588881706
RBBP5,84,-0.9861232425824819,0.11918228829993537
THAP5,72,-0.6725027400637884,0.11974789915966387
MRGPRX2,167,-0.5664148897896173,0.12023270846800259
PCGF5,136,0.9500894362723104,0.12031351001939238
CAB39,152,0.6467262052226194,0.12031351001939238
GNL3,133,0.5137281681844215,0.12039431157078216
STX16,86,-0.6944716725081593,0.12168713639301874
TFIP11,59,-0.8484595884099502,0.12176793794440853
ADK,74,-0.7179351874438433,0.12184873949579832
ZBTB2,66,-0.8441141181339871,0.12209114414996768
DIP2C,102,0.7274221897057954,0.12241435035552682
PTS,116,0.47809006421778916,0.12249515190691661
PRKRIP1,60,-0.814907028698924,0.12249515190691661
SLC30A7,73,0.8173926526844248,0.12249515190691661
CCDC109B,168,-0.5092535020907545,0.12306076276664513
PSMC3,208,0.5938985168684049,0.12314156431803491
STXBP3,127,0.3475815059795448,0.1237879767291532
C22orf39,141,0.6103463583530436,0.12403038138332256
COL6A2,75,0.8607852481978076,0.12435358758888171
BET1L,61,-0.6651669867624436,0.12475759534583064
MLF2,193,0.46945114594391696,0.12605042016806722
NDUFAF4,141,0.6103463583530436,0.12693923723335487
EHD1,206,0.7028328884215674,0.12710084033613445
SPOCK3,68,1.1367770589183082,0.1273432449903038
PPP2R2D,95,0.6112805950966398,0.12758564964447316
IPO5,75,0.8607852481978076,0.12807045895281188
DDX6,219,0.5067491930055211,0.12831286360698124
TPSG1,85,-0.7173720746182388,0.1286360698125404
DUSP3,106,0.9252993643760492,0.12871687136393017
ADNP2,75,0.6787874144549177,0.12871687136393017
EPB41L2,68,1.1367770589183082,0.12887847446670975
SHC1,58,0.44218113389877145,0.12887847446670975
RAB30,60,-0.697228195994742,0.12895927601809956
FILIP1L,111,-0.5777532292933784,0.12944408532643828
RNF13,115,-0.5102464099351004,0.12952488687782807
SLC52A2,58,0.6510424239720127,0.12976729153199743
MFSD14B,101,0.584150540316843,0.129928894634777
MEF2A,81,0.8034140689686624,0.129928894634777
OARD1,168,-0.5999674495006435,0.13033290239172593
CLIP1,94,0.8799945059007394,0.13081771170006465
AK2,151,0.6358788229856253,0.13081771170006465
TBC1D10A,90,0.5221970515142148,0.13097931480284422
DHX30,89,0.5037007078968261,0.13146412411118294
TRAPPC3,204,-0.5529731894157263,0.13243374272786038
IDH1,102,-0.4486566028262688,0.13259534583063995
KHDRBS3,79,-0.7749305529879845,0.1328377504848093
SOCS3,126,0.4235303592128452,0.13299935358758888
HSPA13,129,0.6535868603297772,0.13316095669036845
ENO2,74,0.49034232504180886,0.13332255979314803
KLHL15,65,-1.1774771080836328,0.1334033613445378
TTF1,67,-0.8140568842778084,0.13356496444731739
JKAMP,86,-0.777493067055809,0.13372656755009696
TMEM43,90,0.6607534916246559,0.1341305753070459
IL10RB,56,-0.833111624076513,0.13421137685843568
CPEB2,150,0.8985007355954859,0.13477698771816418
SLC11A2,149,0.6139362701049501,0.13493859082094375
IVNS1ABP,143,0.6335226807191358,0.13542340012928247
CENPW,164,0.946720619701552,0.13574660633484162
SLC25A39,92,0.5584931807372054,0.1358274078862314
ITGAV,122,1.0154788620140207,0.13606981254040076
ITPR2,74,0.8392520866481646,0.13606981254040076
PPM1B,141,0.6103463583530436,0.13606981254040076
PGRMC2,92,-0.5642152865568181,0.13615061409179055
FCGRT,108,-0.6983276016801716,0.13623141564318034
GCC2,81,-0.5436050068815288,0.13631221719457012
ANKLE2,217,0.6045965164036632,0.1363930187459599
CDK15,77,0.9029107238704822,0.13663542340012927
R3HDM2,93,-0.4605492671539722,0.13679702650290887
TMEM173,187,-0.6043590379606271,0.13679702650290887
ZFYVE28,117,0.9486754913297749,0.13703943115707823
PTPN18,125,-0.5436050068815313,0.13760504201680673
HIBCH,146,-0.8780240459520888,0.13760504201680673
AVPI1,62,-0.8622874422652382,0.13849385908209438
APPBP2,61,0.9654086406063288,0.13849385908209438
OXR1,113,0.3346065127204283,0.13849385908209438
TBPL1,140,0.5986170657709343,0.13857466063348417
NGLY1,67,-0.5996390417958559,0.13865546218487396
MEF2D,79,0.7630563313525219,0.13881706528765353
TNS1,89,0.5037007078968261,0.1390594699418229
CUX1,62,-0.6338028158531076,0.13922107304460246
GOSR1,118,-0.5916992950825736,0.1401098901098901
UBR2,84,0.5475428811766645,0.1401098901098901
SIRT2,83,0.5277796263552347,0.1401906916612799
HPS1,62,0.7589577631389012,0.14027149321266968
IL1RAP,68,1.1367770589183082,0.14067550096961862
MTMR3,56,0.5938985168684049,0.1408371040723982
LUZP1,163,1.0316095172880648,0.14107950872656755
ABL2,148,0.8768869224894219,0.14107950872656755
FBXL15,103,0.4972672745339968,0.14124111182934712
ERLEC1,172,0.5408453149177793,0.1413219133807369
RAB22A,77,0.5559306666693862,0.14156431803490627
BAD,159,0.48286720447966136,0.14277634130575306
HK1,96,0.765723051226199,0.14334195216548157
TAF9,203,-0.5246841449843015,0.14342275371687135
ZMPSTE24,63,0.7847208592039823,0.1437459599224305
GPS2,88,-0.8123081628020171,0.14382676147382029
CDCA4,62,0.9911717366714099,0.14406916612798965
UAP1,170,-0.7077243866426379,0.14423076923076922
GLCE,64,-0.4534071979099525,0.14471557853910796
TMEM101,55,-0.6115090713833343,0.14471557853910796
SSRP1,63,0.7847208592039823,0.14479638009049775
CFAP97,190,0.38283838614838683,0.14495798319327732
WHSC1,67,0.883405134063389,0.14520038784744668
G6PD,72,0.612189665725894,0.14528118939883647
BBS4,58,-0.882811093200727,0.14600840336134455
SMS,213,-0.47077212687008857,0.14600840336134455
DIDO1,65,0.6294597020913518,0.14617000646412412
USP8,154,0.7547362676882181,0.14657401422107305
TTC39B,131,0.581353263549291,0.14673561732385262
UFSP2,98,-0.7500558843489564,0.14738202973497092
TEX264,147,-0.6205669886964136,0.14778603749191985
GPATCH2L,87,0.7552394748927915,0.14835164835164835
STAM,168,0.574336250489886,0.14843244990303814
EMC8,76,0.7003205760045607,0.14851325145442792
GCSH,161,-0.5436050068815288,0.1485940530058177
WIPF2,182,-0.6162740745797639,0.14875565610859728
NRBP1,137,0.4747735224333235,0.14899806076276664
STAT1,116,1.7393289563899692,0.14940206851971558
ITPRIP,132,0.6912245176931415,0.14972527472527472
PPP2R5C,181,-0.5010131301570616,0.15021008403361344
MTCH2,143,0.821391809897718,0.15029088558500323
MRPL48,55,0.8003493943358325,0.150371687136393
MAPKAP1,55,1.0702123565118122,0.15053329023917258
MMADHC,169,-0.8036678461840324,0.1510989010989011
TIMM44,98,0.946720619701552,0.15126050420168066
C17orf89,204,0.7525776751692752,0.15142210730446024
KLHL21,149,1.0956005386236123,0.15190691661279895
SMARCC2,80,-0.7500558843489564,0.1523917259211377
