gene,log2FC,p_perm,empirical_p
MCUR1,1.1809413280306102,0.0060601163542340014,0.05211349160393746
UBR5,1.3482461892628457,0.006140917905623788,0.052692530399536766
ROCK2,1.5546970667302733,0.006383322559793148,0.05298204979733642
PTPN22,1.3308641110346109,0.006464124111182934,0.05327156919513607
PTRH2,-0.8362125280986693,0.006464124111182934,0.05327156919513607
DYNC1H1,0.9614646932597862,0.0065449256625727216,0.05385060799073538
SPATA13,1.2591626456804208,0.0065449256625727216,0.05385060799073538
PLK2,-1.2154449582826543,0.006625727213962508,0.05442964678633468
LUM,2.2909713839110974,0.006625727213962508,0.05442964678633468
SLA,1.8814165809699344,0.006625727213962508,0.05442964678633468
RALA,1.1170572199714799,0.006706528765352294,0.055298204979733645
OGT,1.51277746301599,0.006706528765352294,0.055298204979733645
SEC14L1,1.003138171609138,0.006787330316742082,0.05587724377533295
PIM1,1.7439715832150557,0.006868131868131868,0.0561667631731326
SMC2,1.2262752097574114,0.006868131868131868,0.0561667631731326
SMIM13,1.501909652370839,0.006868131868131868,0.0561667631731326
CFAP36,-0.5522959671455759,0.006948933419521654,0.057035321366531555
DCAF6,1.1262463914261394,0.007110536522301228,0.05732484076433121
MAP1LC3A,0.8635703746243436,0.0071913380736910145,0.05761436016213086
CCNT2,0.95322658356096,0.007272139625080802,0.05790387955993052
KAT6A,1.424404878874033,0.007514544279250162,0.058193398957730166
MFHAS1,1.065810537564167,0.007514544279250162,0.058193398957730166
PDE4A,0.7814223266647178,0.007595345830639948,0.05877243775332947
CBL,2.0193311875096267,0.007595345830639948,0.05877243775332947
ARMC1,1.1367770589183082,0.007595345830639948,0.05877243775332947
ARMCX6,-0.9696639122516248,0.007676147382029735,0.059640995946728434
MID1IP1,-0.8645059069651658,0.007676147382029735,0.059640995946728434
ZNF439,-1.1797928309578587,0.007676147382029735,0.059640995946728434
DEXI,0.7475001645389323,0.007676147382029735,0.059640995946728434
GOPC,-0.8641518713705323,0.007756948933419522,0.06079907353792704
PWWP2A,-0.760416395954677,0.007837750484809308,0.061088592935726695
CH17-189H20.1,-1.2805706010477371,0.007999353587588881,0.061378112333526344
DLG1,-0.6719291038570699,0.00808015513897867,0.061667631731326
RP11-386I14.4,1.2888408961389055,0.008160956690368456,0.06195715112912565
ZNF622,-0.9195334691212574,0.008160956690368456,0.06195715112912565
MBD2,0.7283978626741494,0.008160956690368456,0.06195715112912565
SLC16A3,0.6787874144549177,0.008160956690368456,0.06195715112912565
WNK1,0.8868077182842302,0.008241758241758242,0.06311522872032427
ILF3,0.807469433665349,0.008241758241758242,0.06311522872032427
TBC1D15,-0.5436050068815288,0.008322559793148028,0.06369426751592357
PPIL3,-1.1427813668223865,0.008322559793148028,0.06369426751592357
HMGCR,0.8173926526844248,0.008403361344537815,0.06427330631152287
EIF3J-AS1,-1.554331413474588,0.008403361344537815,0.06427330631152287
ARIH2,1.450053466244645,0.008403361344537815,0.06427330631152287
PAFAH1B2,0.7184516320284349,0.00856496444731739,0.06514186450492183
EXOSC3,-1.113300750949376,0.008645765998707176,0.06543138390272148
ACTR8,1.1596774610283875,0.008645765998707176,0.06543138390272148
CRELD2,1.1244132335671833,0.008807369101486748,0.06601042269832079
RNF19A,1.013206453525478,0.008807369101486748,0.06601042269832079
ROCK1,0.7625803514600865,0.008888170652876535,0.06658946149392009
SPIN4,-1.8895603724153438,0.00904977375565611,0.06687898089171974
NSMCE3,-1.3780871069619998,0.00904977375565611,0.06687898089171974
CEP131,-1.029031834051772,0.009130575307045896,0.06745801968731906
CHP1,1.2009338069894768,0.009130575307045896,0.06745801968731906
MIIP,1.8920919629634085,0.009130575307045896,0.06745801968731906
CAPN2,0.92142062822899,0.009292178409825469,0.06832657788071801
ST3GAL6,-0.7320500962946401,0.009292178409825469,0.06832657788071801
TBCC,-1.4264723732835338,0.009292178409825469,0.06832657788071801
NAF1,-1.3916019134364808,0.009292178409825469,0.06832657788071801
CASP3,0.9303261814508831,0.009372979961215255,0.06948465547191662
ZMYM5,-0.7909861484038383,0.009372979961215255,0.06948465547191662
MS4A3,2.0753048257629643,0.00953458306399483,0.07006369426751592
CCNC,-0.7500558843489564,0.009615384615384616,0.07035321366531558
TMEM248,0.9146445592186133,0.009615384615384616,0.07035321366531558
SMAD5,1.144450986803731,0.009615384615384616,0.07035321366531558
RABEP1,1.0243844152359138,0.009615384615384616,0.07035321366531558
ACSL3,-1.0385861407650194,0.009615384615384616,0.07035321366531558
TNRC6A,1.0413574938396266,0.009696186166774402,0.07180081065431385
HACL1,-1.554331413474588,0.009857789269553975,0.07209033005211349
CAMK2G,-1.0757156253369529,0.009938590820943762,0.07237984944991314
ZNF787,1.289933846979729,0.009938590820943762,0.07237984944991314
LPXN,1.6339331786706581,0.009938590820943762,0.07237984944991314
PRKCA,-0.8814071811172977,0.010100193923723336,0.0732484076433121
RP2,1.2690248572167502,0.010180995475113122,0.07353792704111176
RASD1,-1.4936531849061785,0.010180995475113122,0.07353792704111176
C10orf54,1.0864453833681644,0.010180995475113122,0.07353792704111176
NUDT9,-1.6271697235206624,0.010261797026502909,0.07440648523451071
FOXJ2,1.385056211398209,0.010342598577892695,0.07469600463231037
XRN2,0.7038058744917567,0.010342598577892695,0.07469600463231037
TIMM17B,0.6879184262070457,0.010342598577892695,0.07469600463231037
B3GNT2,2.052762257111875,0.010423400129282482,0.07556456282570932
AIDA,1.3823944116746927,0.010423400129282482,0.07556456282570932
SF3A3,-0.6414523302796733,0.010585003232062056,0.07614360162130862
TAB2,1.6222038860885513,0.010585003232062056,0.07614360162130862
HDAC3,-1.0832435170931973,0.010746606334841629,0.07672264041690793
USP47,0.8100319477331709,0.010746606334841629,0.07672264041690793
C16orf72,0.6552646916014941,0.010746606334841629,0.07672264041690793
UBN1,1.180185198536942,0.010827407886231415,0.07759119861030689
SOX13,0.8656034135951162,0.010908209437621202,0.07788071800810654
CKAP4,1.8007779388335285,0.01098901098901099,0.0781702374059062
PRAF2,1.3880080181382186,0.01098901098901099,0.0781702374059062
GSE1,1.1073207562179845,0.011069812540400776,0.0787492762015055
TET2,0.9303261814508831,0.011069812540400776,0.0787492762015055
DBP,-1.5520665856297278,0.011150614091790563,0.07932831499710481
NCOA1,0.6645031884486691,0.011231415643180349,0.07961783439490445
RBM33,1.686692612540265,0.011312217194570135,0.07990735379270411
NINJ1,1.2455567984101057,0.011393018745959922,0.08019687319050377
CCDC47,0.7761841772494971,0.011635423400129283,0.08048639258830341
USP14,1.0516625022313624,0.011635423400129283,0.08048639258830341
DRAM1,1.0413574938396266,0.011635423400129283,0.08048639258830341
ABHD3,-0.8765042195898957,0.011797026502908856,0.08135495078170238
ANKRD11,1.609641253414151,0.011797026502908856,0.08135495078170238
CGGBP1,0.4604646574275177,0.011797026502908856,0.08135495078170238
GLRX2,0.5883066686240488,0.012039431157078216,0.08222350897510133
AXIN1,1.1534678601611636,0.01220103425985779,0.08251302837290099
IP6K2,-0.9977200281430645,0.01220103425985779,0.08251302837290099
SLC7A5,1.5122482278519878,0.012362637362637362,0.08309206716850029
USP48,0.9567176803422817,0.012362637362637362,0.08309206716850029
BMPR2,1.4232281291832711,0.012362637362637362,0.08309206716850029
TNKS2,1.065810537564167,0.012443438914027148,0.08396062536189924
FAM102B,0.9757691522120494,0.012443438914027148,0.08396062536189924
TNFRSF9,2.8122704199291704,0.012443438914027148,0.08396062536189924
MIER1,0.49911586810309266,0.012443438914027148,0.08396062536189924
MED13,0.9919452997145501,0.012524240465416937,0.08511870295309786
TADA3,-1.1932731969905037,0.012605042016806723,0.08540822235089751
WDR20,1.232179836175204,0.012605042016806723,0.08540822235089751
GTF3C6,0.8292042570080157,0.012605042016806723,0.08540822235089751
XPOT,0.997964898326244,0.01268584356819651,0.08627678054429647
SPRY1,-1.3995288292081087,0.01268584356819651,0.08627678054429647
SIN3A,1.3777851584221024,0.012766645119586296,0.08685581933989578
